# Input	DiseaseName	DiseaseID	GeneSymbol	GeneID	DiseaseCategories	DiseaseCategories	DirectEvidence	OmimIDs	PubMedIDs
d008659	17-Hydroxysteroid Dehydrogenase Deficiency	MESH:C537805	HSD17B3	3293	Congenital abnormality|Endocrine system disease|Genetic disease (inborn)|Metabolic disease|Skin disease|Urogenital disease (female)|Urogenital disease (male)	Congenital abnormality|Endocrine system disease|Genetic disease (inborn)|Metabolic disease|Skin disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	264300	25526675
d008659	MICROCEPHALY, SHORT STATURE, AND IMPAIRED GLUCOSE METABOLISM 2	OMIM:616817	PPP1R15B	84919	Congenital abnormality|Metabolic disease|Musculoskeletal disease|Nervous system disease|Pathology (process)	Congenital abnormality|Metabolic disease|Musculoskeletal disease|Nervous system disease|Pathology (process)	marker/mechanism	616817	
d008659	Microvillus inclusion disease	MESH:C537470	MYO5B	4645	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	251850	
d008659	MIDFACE HYPOPLASIA, HEARING IMPAIRMENT, ELLIPTOCYTOSIS, AND NEPHROCALCINOSIS	OMIM:300990	AMMECR1	9949	Blood disease|Congenital abnormality|Ear-nose-throat disease|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease|Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)	Blood disease|Congenital abnormality|Ear-nose-throat disease|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease|Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	300990	
d008659	Mineralocorticoid Excess Syndrome, Apparent	MESH:D043204	HSD11B2	3291	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism		25526675
d008659	Mitchell-Riley Syndrome	MESH:C567570	RFX6	222546	Congenital abnormality|Digestive system disease|Endocrine system disease|Metabolic disease	Congenital abnormality|Digestive system disease|Endocrine system disease|Metabolic disease	marker/mechanism	615710	
d008659	Mitochondrial complex I deficiency	MESH:C537475	NDUFS4	4724	Metabolic disease	Metabolic disease	marker/mechanism	252010	
d008659	Mitochondrial Complex II Deficiency	MESH:C565375	SDHA	6389	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	252011	
d008659	Mitochondrial Complex II Deficiency	MESH:C565375	SDHAF1	644096	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	252011	
d008659	Mitochondrial Complex II Deficiency	MESH:C565375	SDHD	6392	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	252011	
d008659	Mitochondrial Complex III Deficiency	MESH:C565128	CYC1	1537	Metabolic disease	Metabolic disease	marker/mechanism	615453	
d008659	Mitochondrial Complex III Deficiency	MESH:C565128	LYRM7	90624	Metabolic disease	Metabolic disease	marker/mechanism	615838	
d008659	Mitochondrial Complex III Deficiency	MESH:C565128	TTC19	54902	Metabolic disease	Metabolic disease	marker/mechanism	615157	
d008659	Mitochondrial Complex III Deficiency	MESH:C565128	UQCC2	84300	Metabolic disease	Metabolic disease	marker/mechanism	615824	
d008659	Mitochondrial Complex III Deficiency	MESH:C565128	UQCC3	790955	Metabolic disease	Metabolic disease	marker/mechanism	616111	
d008659	Mitochondrial Complex III Deficiency	MESH:C565128	UQCRB	7381	Metabolic disease	Metabolic disease	marker/mechanism	615158	
d008659	Mitochondrial Complex III Deficiency	MESH:C565128	UQCRC2	7385	Metabolic disease	Metabolic disease	marker/mechanism	615160	
d008659	Mitochondrial Complex III Deficiency	MESH:C565128	UQCRQ	27089	Metabolic disease	Metabolic disease	marker/mechanism	615159	
d008659	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 1	OMIM:124000	BCS1L	617	Metabolic disease	Metabolic disease	marker/mechanism	124000	
d008659	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 1	OMIM:604273	ATPAF2	91647	Metabolic disease	Metabolic disease	marker/mechanism	604273	
d008659	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2	OMIM:614052	TMEM70	54968	Metabolic disease	Metabolic disease	marker/mechanism	614052	
d008659	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 3	OMIM:614053	ATP5F1E	514	Metabolic disease	Metabolic disease	marker/mechanism	614053	
d008659	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 4	OMIM:615228	ATP5F1A	498	Metabolic disease	Metabolic disease	marker/mechanism	615228	
d008659	Mitochondrial Diseases	MESH:D028361	FOXRED1	55572	Metabolic disease	Metabolic disease	marker/mechanism		20818383
d008659	Mitochondrial Diseases	MESH:D028361	MGME1	92667	Metabolic disease	Metabolic disease	marker/mechanism		23313956
d008659	Mitochondrial Diseases	MESH:D028361	MPV17	4358	Metabolic disease	Metabolic disease	marker/mechanism		18818194
d008659	Mitochondrial Diseases	MESH:D028361	NOL3	8996	Metabolic disease	Metabolic disease	therapeutic		19139834
d008659	Mitochondrial Diseases	MESH:D028361	NOS2	4843	Metabolic disease	Metabolic disease	therapeutic		16157314
d008659	Mitochondrial Diseases	MESH:D028361	NUBPL	80224	Metabolic disease	Metabolic disease	marker/mechanism		20818383
d008659	Mitochondrial Diseases	MESH:D028361	POLG	5428	Metabolic disease	Metabolic disease	marker/mechanism		18716558
d008659	Mitochondrial Diseases	MESH:D028361	SCO1	6341	Metabolic disease	Metabolic disease	marker/mechanism		17182746
d008659	Mitochondrial Diseases	MESH:D028361	SOD2	6648	Metabolic disease	Metabolic disease	marker/mechanism		9917329
d008659	MITOCHONDRIAL DNA DEPLETION SYNDROME 11	OMIM:615084	MGME1	92667	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	615084	
d008659	MITOCHONDRIAL DNA DEPLETION SYNDROME 12A (CARDIOMYOPATHIC TYPE), AUTOSOMAL DOMINANT	OMIM:617184	SLC25A4	291	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	617184	
d008659	MITOCHONDRIAL DNA DEPLETION SYNDROME 12B (CARDIOMYOPATHIC TYPE), AUTOSOMAL RECESSIVE	OMIM:615418	SLC25A4	291	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	615418	
d008659	MITOCHONDRIAL DNA DEPLETION SYNDROME 13 (ENCEPHALOMYOPATHIC TYPE)	OMIM:615471	FBXL4	26235	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	615471	
d008659	MITOCHONDRIAL DNA DEPLETION SYNDROME 14 (CARDIOENCEPHALOMYOPATHIC TYPE)	OMIM:616896	OPA1	4976	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	616896	
d008659	MITOCHONDRIAL DNA DEPLETION SYNDROME 15 (HEPATOCEREBRAL TYPE)	OMIM:617156	TFAM	7019	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	617156	
d008659	MITOCHONDRIAL DNA DEPLETION SYNDROME 1 (MNGIE TYPE)	OMIM:603041	POLG	5428	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	603041	
d008659	MITOCHONDRIAL DNA DEPLETION SYNDROME 1 (MNGIE TYPE)	OMIM:603041	TYMP	1890	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	603041	
d008659	MITOCHONDRIAL DNA DEPLETION SYNDROME 2 (MYOPATHIC TYPE)	OMIM:609560	TK2	7084	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	609560	
d008659	MITOCHONDRIAL DNA DEPLETION SYNDROME 3 (HEPATOCEREBRAL TYPE)	OMIM:251880	DGUOK	1716	Digestive system disease|Metabolic disease|Nervous system disease	Digestive system disease|Metabolic disease|Nervous system disease	marker/mechanism	251880	
d008659	MITOCHONDRIAL DNA DEPLETION SYNDROME 4A (ALPERS TYPE)	OMIM:203700	POLG	5428	Digestive system disease|Immune system disease|Metabolic disease|Nervous system disease	Digestive system disease|Immune system disease|Metabolic disease|Nervous system disease	marker/mechanism	203700	
d008659	MITOCHONDRIAL DNA DEPLETION SYNDROME 4B (MNGIE TYPE)	OMIM:613662	POLG	5428	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	613662	
d008659	MITOCHONDRIAL DNA DEPLETION SYNDROME 5 (ENCEPHALOMYOPATHIC WITH OR WITHOUT METHYLMALONIC ACIDURIA)	OMIM:612073	SUCLA2	8803	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	612073	
d008659	MITOCHONDRIAL DNA DEPLETION SYNDROME 7 (HEPATOCEREBRAL TYPE)	OMIM:271245	TWNK	56652	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	271245	
d008659	MITOCHONDRIAL DNA DEPLETION SYNDROME 8A (ENCEPHALOMYOPATHIC TYPE WITH RENAL TUBULOPATHY)	OMIM:612075	RRM2B	50484	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	612075	
d008659	MITOCHONDRIAL DNA DEPLETION SYNDROME 9 (ENCEPHALOMYOPATHIC TYPE WITH METHYLMALONIC ACIDURIA)	OMIM:245400	SUCLG1	8802	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	245400	
d008659	Mitochondrial Encephalomyopathies	MESH:D017237	C12ORF65	91574	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism		20598281
d008659	Mitochondrial Encephalomyopathies	MESH:D017237	DNM1L	10059	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism		17460227
d008659	Mitochondrial Encephalomyopathies	MESH:D017237	FOXRED1	55572	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism		20858599
d008659	Mitochondrial Encephalomyopathies	MESH:D017237	NDUFS2	4720	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism		14729820
d008659	Mitochondrial Encephalomyopathies	MESH:D017237	NDUFV2	4729	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism		14729820
d008659	Mitochondrial Encephalomyopathies	MESH:D017237	SCO2	9997	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism		16326995|23345593
d008659	Mitochondrial Encephalomyopathies	MESH:D017237	TMEM70	54968	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism		18953340
d008659	Mitochondrial Encephalomyopathies	MESH:D017237	TRNL1	4567	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism		17018649
d008659	Mitochondrial Myopathies	MESH:D017240	CAMKMT	79823	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism		26247364
d008659	Mitochondrial Myopathies	MESH:D017240	FDX2	112812	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	251900	
d008659	Mitochondrial Myopathies	MESH:D017240	IL1A	3552	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism		7979221
d008659	Mitochondrial Myopathies	MESH:D017240	IL1B	3553	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism		7979221
d008659	Mitochondrial Myopathies	MESH:D017240	IL6	3569	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism		7979221
d008659	Mitochondrial Myopathies	MESH:D017240	RRM2B	50484	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism		17486094|19138848
d008659	Mitochondrial Myopathies	MESH:D017240	TNF	7124	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism		7979221
d008659	Mitochondrial Myopathies	MESH:D017240	TRNW	4578	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	251900	
d008659	Mitochondrial Myopathies	MESH:D017240	VDAC1	7416	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism		8726225
d008659	Mitochondrial myopathy with lactic acidosis	MESH:C537476	PNPLA8	50640	Ear-nose-throat disease|Metabolic disease|Musculoskeletal disease|Nervous system disease|Pathology (process)|Signs and symptoms	Ear-nose-throat disease|Metabolic disease|Musculoskeletal disease|Nervous system disease|Pathology (process)|Signs and symptoms	marker/mechanism	251950	
d008659	Mitochondrial Phosphate Carrier Deficiency	MESH:C563665	SLC25A3	5250	Metabolic disease	Metabolic disease	marker/mechanism	610773	
d008659	MITOCHONDRIAL PYRUVATE CARRIER DEFICIENCY	OMIM:614741	MPC1	51660	Genetic disease (inborn)|Metabolic disease|Nervous system disease|Signs and symptoms	Genetic disease (inborn)|Metabolic disease|Nervous system disease|Signs and symptoms	marker/mechanism	614741	
d008659	MITOCHONDRIAL SHORT-CHAIN ENOYL-CoA HYDRATASE 1 DEFICIENCY	OMIM:616277	ECHS1	1892	Genetic disease (inborn)|Metabolic disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	616277	
d008659	MODY, Type 6	MESH:C565231	NEUROD1	4760	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism	606394	
d008659	Molybdenum cofactor deficiency	MESH:C535811	MOCS1	4337	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	252150	
d008659	Molybdenum Cofactor Deficiency, Complementation Group B	MESH:C565373	MOCS2	4338	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	252160	
d008659	Molybdenum Cofactor Deficiency, Complementation Group C	MESH:C565374	GPHN	10243	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	615501	
d008659	MONOCARBOXYLATE TRANSPORTER 1 DEFICIENCY	OMIM:616095	SLC16A1	6566	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	616095	
d008659	MUCKLE-WELLS SYNDROME	OMIM:191900	NLRP3	114548	Ear-nose-throat disease|Genetic disease (inborn)|Immune system disease|Metabolic disease|Nervous system disease|Signs and symptoms|Skin disease	Ear-nose-throat disease|Genetic disease (inborn)|Immune system disease|Metabolic disease|Nervous system disease|Signs and symptoms|Skin disease	marker/mechanism	191900	11687797
d008659	Mucolipidoses	MESH:D009081	MCOLN1	57192	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	252650	20864526|21613607
d008659	MUCOLIPIDOSIS II ALPHA/BETA	OMIM:252500	GNPTAB	79158	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	252500	
d008659	MUCOLIPIDOSIS III ALPHA/BETA	OMIM:252600	GNPTAB	79158	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	252600	
d008659	Mucolipidosis III Gamma	MESH:C565367	GNPTG	84572	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	252605	
d008659	Mucopolysaccharidosis I	MESH:D008059	IDUA	3425	Connective tissue disease|Genetic disease (inborn)|Metabolic disease	Connective tissue disease|Genetic disease (inborn)|Metabolic disease	marker/mechanism|therapeutic	607014|607015|607016	11159948|15081804|15194053|19309154|22822036
d008659	Mucopolysaccharidosis II	MESH:D016532	IDS	3423	Connective tissue disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Connective tissue disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	309900	
d008659	Mucopolysaccharidosis III	MESH:D009084	GNS	2799	Connective tissue disease|Genetic disease (inborn)|Metabolic disease	Connective tissue disease|Genetic disease (inborn)|Metabolic disease	marker/mechanism	252940	3391615
d008659	Mucopolysaccharidosis III	MESH:D009084	HGSNAT	138050	Connective tissue disease|Genetic disease (inborn)|Metabolic disease	Connective tissue disease|Genetic disease (inborn)|Metabolic disease	marker/mechanism	252930	
d008659	Mucopolysaccharidosis III	MESH:D009084	NAGLU	4669	Connective tissue disease|Genetic disease (inborn)|Metabolic disease	Connective tissue disease|Genetic disease (inborn)|Metabolic disease	marker/mechanism	252920	
d008659	Mucopolysaccharidosis III	MESH:D009084	SGSH	6448	Connective tissue disease|Genetic disease (inborn)|Metabolic disease	Connective tissue disease|Genetic disease (inborn)|Metabolic disease	marker/mechanism	252900	
d008659	Mucopolysaccharidosis IV	MESH:D009085	GALNS	2588	Connective tissue disease|Genetic disease (inborn)|Metabolic disease	Connective tissue disease|Genetic disease (inborn)|Metabolic disease	marker/mechanism	253000	
d008659	Mucopolysaccharidosis IV	MESH:D009085	GLB1	2720	Connective tissue disease|Genetic disease (inborn)|Metabolic disease	Connective tissue disease|Genetic disease (inborn)|Metabolic disease	marker/mechanism	253010	1928092|7586649
d008659	MUCOPOLYSACCHARIDOSIS-PLUS SYNDROME	OMIM:617303	VPS33A	65082	Connective tissue disease|Genetic disease (inborn)|Metabolic disease	Connective tissue disease|Genetic disease (inborn)|Metabolic disease	marker/mechanism	617303	
d008659	Mucopolysaccharidosis VI	MESH:D009087	ARSB	411	Connective tissue disease|Genetic disease (inborn)|Metabolic disease	Connective tissue disease|Genetic disease (inborn)|Metabolic disease	marker/mechanism	253200	17458871
d008659	Mucopolysaccharidosis VII	MESH:D016538	GUSB	2990	Connective tissue disease|Genetic disease (inborn)|Metabolic disease	Connective tissue disease|Genetic disease (inborn)|Metabolic disease	marker/mechanism	253220	
d008659	Multiple Acyl Coenzyme A Dehydrogenase Deficiency	MESH:D054069	ETFA	2108	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	231680	
d008659	Multiple Acyl Coenzyme A Dehydrogenase Deficiency	MESH:D054069	ETFB	2109	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	231680	
d008659	Multiple Acyl Coenzyme A Dehydrogenase Deficiency	MESH:D054069	ETFDH	2110	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	231680	
d008659	Multiple Mitochondrial Dysfunctions Syndrome	MESH:C565304	IBA57	200205	Metabolic disease	Metabolic disease	marker/mechanism	615330	
d008659	Multiple Mitochondrial Dysfunctions Syndrome	MESH:C565304	ISCA2	122961	Metabolic disease	Metabolic disease	marker/mechanism	616370	
d008659	Multiple Mitochondrial Dysfunctions Syndrome	MESH:C565304	NFU1	27247	Metabolic disease	Metabolic disease	marker/mechanism	605711	
d008659	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 2 WITH HYPERGLYCINEMIA	OMIM:614299	BOLA3	388962	Genetic disease (inborn)|Metabolic disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	614299	
d008659	Multiple Sulfatase Deficiency Disease	MESH:D052517	SUMF1	285362	Genetic disease (inborn)|Metabolic disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	272200	17657823
d008659	Myeloperoxidase Deficiency	MESH:C562864	MPO	4353	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	254600	
d008659	MYOPATHY DUE TO MYOADENYLATE DEAMINASE DEFICIENCY	OMIM:615511	AMPD1	270	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	615511	
d008659	MYOPATHY, ISOLATED MITOCHONDRIAL, AUTOSOMAL DOMINANT	OMIM:616209	CHCHD10	400916	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	616209	
d008659	Myopathy, Mitochondrial, Lethal Infantile	MESH:C564017	TRNT	4576	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	551000	
d008659	Myopathy, Mitochondrial Progressive, With Congenital Cataract, Hearing Loss, And Developmental Delay	MESH:C567769	GFER	2671	Ear-nose-throat disease|Eye disease|Mental disorder|Metabolic disease|Musculoskeletal disease|Nervous system disease|Signs and symptoms	Ear-nose-throat disease|Eye disease|Mental disorder|Metabolic disease|Musculoskeletal disease|Nervous system disease|Signs and symptoms	marker/mechanism	613076	
d008659	MYOPATHY, VACUOLAR, WITH CASQ1 AGGREGATES	OMIM:616231	CASQ1	844	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	616231	
d008659	Myopathy with Abnormal Lipid Metabolism	MESH:C562935	FLAD1	80308	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	255100	
d008659	Myopathy with lactic acidosis and sideroblastic anemia	MESH:C536101	PUS1	80324	Cardiovascular disease|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	Cardiovascular disease|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	600462	
d008659	Myopathy with lactic acidosis and sideroblastic anemia	MESH:C536101	YARS2	51067	Cardiovascular disease|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	Cardiovascular disease|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	613561	
d008659	Myopathy with Lactic Acidosis, Hereditary	MESH:C564972	ISCU	23479	Metabolic disease|Musculoskeletal disease|Nervous system disease	Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	255125	
d008659	N-acetyl glutamate synthetase deficiency	MESH:C536109	NAGS	162417	Genetic disease (inborn)|Metabolic disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	237310	12594532|12754705
d008659	Navajo neurohepatopathy	MESH:C538344	MPV17	4358	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	256810	
d008659	NBIA2B	MESH:C565699	PLA2G6	8398	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism	610217	
d008659	Neonatal-onset citrullinemia type 2	MESH:C536398	SLC25A13	10165	Genetic disease (inborn)|Metabolic disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	605814	
d008659	Nephrocalcinosis	MESH:D009397	PHEX	5251	Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism		9430241
d008659	Nephrocalcinosis	MESH:D009397	POMC	5443	Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism		3017235
d008659	Nephrocalcinosis	MESH:D009397	SLC26A1	10861	Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism		20160351
d008659	Nephrogenic Syndrome of Inappropriate Antidiuresis	MESH:C564491	AVPR2	554	Endocrine system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Endocrine system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	300539	
d008659	NEPHROLITHIASIS/OSTEOPOROSIS, HYPOPHOSPHATEMIC, 1	OMIM:612286	SLC34A1	6569	Metabolic disease|Musculoskeletal disease|Urogenital disease (female)|Urogenital disease (male)	Metabolic disease|Musculoskeletal disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	612286	
d008659	NEPHROLITHIASIS/OSTEOPOROSIS, HYPOPHOSPHATEMIC, 2	OMIM:612287	SLC9A3R1	9368	Metabolic disease|Musculoskeletal disease|Urogenital disease (female)|Urogenital disease (male)	Metabolic disease|Musculoskeletal disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	612287	
d008659	NESTOR-GUILLERMO PROGERIA SYNDROME	OMIM:614008	BANF1	8815	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease	marker/mechanism	614008	
d008659	Neuraminidase 1 deficiency	MESH:C537366	NEU1	4758	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	256550	
d008659	Neuraminidase deficiency with beta-galactosidase deficiency	MESH:C536411	CTSA	5476	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	256540	
d008659	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 2A	OMIM:256600	PLA2G6	8398	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism	256600	
d008659	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 4	OMIM:614298	C19ORF12	83636	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism	614298	
